customer_id,customer_geohash,order_id,vendor_id,day_of_week,order_time,order_day,chain_id,vendor_geohash,cuisine_origin,avg_vendor_rating,num_products,total_order_value,products_ordered
6fe660ffcf,w21zv,459,8f393fe4,3,13:21:59,53 days,5ecf6318,w21zt,snacks,4.5,1,1.2,Mix & Match Your Own Dessert
6fe660ffcf,w21zv,460,deba21cf,3,07:22:10,88 days,24975bf7,w21zv,american,4.0,1,6.0,2x Value Meal: Breakfast Deluxe + SME EVM
6fe660ffcf,w21zv,461,bc3e653d,6,17:34:04,63 days,6ba3d16d,w21zv,chinese,4.5,1,2.8,Fishball Soup
700e4a8b45,w21zb,1889,08d8be42,6,00:00:55,70 days,885cd911,w21zc,snacks,4.0,1,10.0,Box Of 6 Cupcakes (Reg)
700e4a8b45,w21zv,1890,390bff5e,5,20:09:45,76 days,9cfd2c28,w21zv,snacks,4.5,2,3.6,"Chicken Lasagna, Potato Salad"
700e4a8b45,w21zv,1891,390bff5e,0,11:53:50,50 days,9cfd2c28,w21zv,snacks,4.0,2,3.6,"Chicken Lasagna, Coleslaw"
700e4a8b45,w21zv,1892,3da81a64,6,13:20:57,35 days,b4354f4e,w21zv,indian,3.5,1,8.0,Chicken Dum Briyani
701ce846b8,w23b4,4304,9789b277,0,15:40:27,71 days,82885f95,w23b4,asian,4.5,1,3.6,Egg Fried Rice With Seasoned Prawns
701ce846b8,w23b4,4305,2bf3b5c0,5,23:32:27,13 days,14869c36,w23b4,indian,3.0,1,1.6,Cheese Egg Prata
701ce846b8,w23b4,4306,73ce5c7d,6,22:19:26,0 days,a52979ac,w23b4,indian,4.2,2,3.1999999999999997,"Egg Prata, Nasi Goreng Putih Ikan Bilis"
7026d12615,w21z7,10330,0c75b42a,2,15:38:11,45 days,2cd23537,w21z7,chinese,4.2,3,8.0,"Minced Meat & Fish Ball Noodle, Fishball 5 Pcs + Meatball 5 Pcs Soup, Minced Meat & Fish Ball Noodle"
7026d12615,w21z7,10331,0c75b42a,1,13:17:42,58 days,2cd23537,w21z7,chinese,4.0,3,7.2,"Meatball & Minced Meat Noodle, Minced Meat & Fish Ball Noodle, Fried Fish Ball With Chilli （5Pcs)"
7026d12615,w21z7,10332,369c17d0,0,12:58:09,71 days,26b20515,w21z7,snacks,4.0,1,5.2,P4. Go Chu Jang Pork
7026d12615,w23b6,10333,c948364f,6,10:15:37,63 days,e3123638,w23b4,snacks,3.5,2,3.6,"Set F. Butter Sugar Toast Set, Fish Otah Toastwich"
7026d12615,w23b6,10334,ede1a4b4,5,14:42:14,62 days,89370eab,w23b4,snacks,3.5,1,2.8,Ristretto Bianco
7026d12615,w23b6,10335,ede1a4b4,5,11:55:24,55 days,89370eab,w23b4,snacks,3.5,1,2.8,Ristretto Bianco
7026d12615,w23b6,10336,d759f0dd,4,14:55:53,61 days,83fd0696,w23b1,snacks,3.5,2,15.6,"Baby Back Pork Ribs (1/2 Slab), NZ Grass Fed Striploin (200gm)"
7026d12615,w23b6,10337,1c96c566,3,10:40:30,11 days,6ba3d16d,w23b4,chinese,4.0,1,2.8,Signature 85 Fishball Noodle
7026d12615,w23b6,10338,b601d958,5,11:47:22,62 days,cd7184f6,w23b4,chinese,3.7,5,2.8,"Otak Otak 乌达, Tau Kwa 豆干, Luncheon Meat 午餐肉..."
7026d12615,w23b6,10339,d02f42ac,4,17:17:32,89 days,882e30b1,w23b4,asian,3.5,3,8.8,"Roasted Duck & Roasted Pork Rice 烧鸭+烧肉饭, Roasted Chicken & Char Siew Rice 烧鸡+叉烧饭, Roasted Chicken & Roasted Pork Rice 烧鸡+烧肉饭"
7027c2b9f9,w23b1,9515,f6741e89,5,19:42:05,41 days,fe02e1b0,w23b1,japanese,3.8,2,10.0,"LARGE Melon Milk Kuriimu Oolong Cha, Yuzu Ume Buddy Meal (U.P. $34.50)"
7027c2b9f9,w23b1,9516,4212c665,6,17:59:52,21 days,4779773f,w23b1,snacks,4.5,1,3.6,Double Fudge Brownie Ice Blended
7027c2b9f9,w23b1,9517,59df7809,4,19:31:40,75 days,7e1b6c9a,w23b4,japanese,4.0,2,7.2,"MK108. Lobster Salad Maki, MK109. Soft Shell Crab Crepe Maki"
7027c2b9f9,w23b1,9518,e2e9c200,3,19:09:01,67 days,7f4dd3bb,w23b4,asian,4.8,2,9.2,"Pork Chop Fried Rice w Fish Roe 鱼籽蛋猪排炒饭, Sambal Shrimp Fried Rice 叁岜虾仁炒饭"
7027c2b9f9,w23b1,9519,fa35e808,3,13:00:17,11 days,1d955bd5,w23b4,american,4.5,1,2.0,Wagyu Menchikatsu Pie
7027c2b9f9,w23b1,9520,1168c6e1,0,18:35:37,50 days,885cd911,w23b1,snacks,4.0,1,16.8,Oreo Cake
704777623c,w21xx,7170,ec242394,5,19:31:38,13 days,a4818ad0,w21xx,chinese,4.0,1,7.2,102B. 10 Pcs
70567bf26a,w21z7,6355,e0cd8b70,6,22:09:03,14 days,feb5b6dc,w21z9,indian,3.5,2,9.6,"Dum Methi Machli, Cheese Naan"
70567bf26a,w21ze,6356,06236930,4,15:20:46,89 days,034c1e09,w21z7,italian,3.5,1,4.8,Chicken Cheese Salsiccia
70567bf26a,w21ze,6357,30af632f,0,13:45:48,1 days,584139f2,w21ze,asian,4.5,1,1.6,Value Meal
7060517f18,w23b5,6021,d197d076,6,10:21:15,42 days,3ae5716f,w23b4,snacks,4.0,1,12.8,Chicken & Zinger Special Buddy Meal - Foodpanda Exclusive
7060517f18,w23b5,6022,62fee12f,2,09:03:12,3 days,382c8d72,w23b4,snacks,3.7,3,4.0,"Almond Bean Curd 杏仁豆花, Soya Milk 豆花水, Original Bean Curd 原味豆花"
7060517f18,w23b5,6023,547b39fa,5,18:57:05,55 days,665a94d4,w23b5,snacks,4.0,1,4.8,101 Mushroom Sauce Grilled Chicken
7060517f18,w23b5,6024,4d54cab3,5,18:54:59,6 days,1a6e6833,w23b4,snacks,4.0,1,9.6,Signature Fried Whole Spring Chicken
7060517f18,w23b5,6025,ebad62c1,5,15:07:17,13 days,d123f5d1,w23b5,snacks,3.5,1,1.6,Salted Caramel Milk Tea
707ee4e568,w21zu,12142,cb356241,4,17:44:47,82 days,dff17909,w23bh,snacks,4.0,5,10.0,"Glazed BBQ Pork, Rice, Dough Fritters..."
70ae865f04,w21z9,8769,670029c6,3,14:41:51,88 days,1c5080d4,w21z8,asian,3.5,1,4.8,Char Siew Ramen
70ae865f04,w21z9,8770,670029c6,3,11:13:30,32 days,1c5080d4,w21z8,asian,3.5,1,4.8,Char Siew Ramen
70ae865f04,w21z9,8771,fb606a7d,6,17:28:37,84 days,b2264498,w21z8,chinese,4.0,1,0.0,Mild Spicy 小辣
70ae865f04,w21z9,8772,8b2d6e80,0,11:55:39,22 days,1e45d787,w21z9,snacks,4.2,2,9.2,"H4. Fried Rice With Grilled Chicken, FC01. Grilled Fish With Italian Herbs"
70ae865f04,w21z9,8773,8b2d6e80,2,12:10:20,73 days,1e45d787,w21z9,snacks,4.0,1,4.8,FC01. Grilled Fish With Italian Herbs
70ae865f04,w21z9,8774,8b2d6e80,2,10:27:02,24 days,1e45d787,w21z9,snacks,3.5,1,4.8,FC01. Grilled Fish With Italian Herbs
70ae865f04,w21z9,8775,8b2d6e80,1,11:27:38,2 days,1e45d787,w21z9,snacks,3.5,1,4.4,H4. Fried Rice With Grilled Chicken
70ae865f04,w21z9,8776,8b2d6e80,0,11:08:08,8 days,1e45d787,w21z9,snacks,3.8,2,8.8,"H4. Fried Rice With Grilled Chicken, H6. Fried Rice With Fish Fillet"
70ae865f04,w21z9,8777,8b2d6e80,4,19:12:42,5 days,1e45d787,w21z9,snacks,4.0,2,8.8,"H6. Fried Rice With Fish Fillet, H4. Fried Rice With Grilled Chicken"
70ae865f04,w21z9,8778,8b2d6e80,1,11:45:30,86 days,1e45d787,w21z9,snacks,3.5,1,4.8,FC01. Grilled Fish With Italian Herbs
70ae865f04,w21z9,8779,8b2d6e80,2,11:27:00,31 days,1e45d787,w21z9,snacks,3.5,1,4.8,FC01. Grilled Fish With Italian Herbs
70ae865f04,w21z9,8780,c14abd54,3,16:22:52,88 days,fce4b911,w21z8,chinese,4.0,1,1.6,Char Siew Rice
70ae865f04,w21z9,8782,97435b74,3,11:47:07,74 days,9ed6a2b7,w21z9,chinese,4.0,1,2.8,S5. Sweet & Sour Pork Rice + Coca-Cola  咕咾肉饭 + 可乐
70b99d1428,w21zg,4692,79dc2640,4,23:57:20,33 days,cf0c1ca0,w21zg,chinese,3.5,2,4.800000000000001,"3A. Crispy Fish Skin, Signature Noodles"
70b99d1428,w21zg,4693,79dc2640,4,22:58:55,19 days,cf0c1ca0,w21zg,chinese,4.2,2,5.2,"Signature Noodles, 4A. Chicken Cutlet"
70b99d1428,w21zg,4694,79dc2640,0,02:49:03,15 days,cf0c1ca0,w21zg,chinese,4.0,2,3.6,"Fishball Noodles, 4A. Chicken Cutlet"
70b99d1428,w21zg,4695,337f2098,4,01:43:05,75 days,7edad9a5,w21zg,chinese,3.5,1,2.0,Lai Yuan Fish Ball Soup 鱼圆汤
70c2719ae2,w21z7,401,3a813d9f,6,13:52:35,84 days,a6030a1e,w21z7,singaporean,4.5,1,2.0,(01-45) Century Egg Congee
70c2719ae2,w21zs,402,cda3f256,1,10:25:59,37 days,fface409,w21zk,snacks,4.0,2,3.6,"Chicken Floss Thick Toast, Traditional Kaya Butter Toast Set"
70c2719ae2,w21zs,403,87a4feb3,0,11:25:01,8 days,24975bf7,w21zk,american,3.5,1,3.6,Prosperity Beef Upsized Meal
70c2719ae2,w21zs,404,0f2159d6,0,09:49:45,50 days,5c2eeb71,w21zk,chinese,3.5,1,2.4,9 pcs
70c2719ae2,w21zs,405,cc9f597e,4,13:06:08,5 days,d4f3b594,w21zk,thai,4.0,1,3.6,R10. Basil Fried Rice with Chicken
70c2719ae2,w21zu,411,e5455f02,6,00:43:27,35 days,2077d3d0,w21zu,asian,4.0,1,5.2,1 Person Set Meal 单人套餐任选四类
70c2719ae2,w21zu,412,fd3c9b89,1,19:42:49,37 days,45b5e7d6,w21zu,snacks,4.0,1,2.8,Large
70e0ad7f1e,w21z4,2570,5ffb5266,1,17:25:25,9 days,c63bfc8e,w21z7,japanese,5.0,1,7.2,Signature Kaisendon
70e0ad7f1e,w21z4,2571,5ffb5266,4,11:20:18,47 days,c63bfc8e,w21z7,japanese,4.5,1,7.2,Signature Kaisendon
70e0ad7f1e,w21z4,2572,45d5c84a,4,16:45:26,12 days,12b9ea50,w21z7,mexican,3.8,2,3.6,"Corn Chips (Vegan)(Gluten-Free), Roasted Tomato Salsa (Vegan)(Gluten-Free)"
70e0ad7f1e,w21z4,2573,11625ca4,4,17:35:07,5 days,b6779754,w21z7,chinese,4.0,1,3.6,Spicy Sichuan Dumpling (5pcs)
70e0ad7f1e,w21z4,2574,1ed265eb,6,19:11:26,56 days,c7b2cc9c,w21z7,snacks,4.0,1,10.4,Original Beef Soontofu
70e0ad7f1e,w21z4,2575,bc5438f7,1,10:01:24,23 days,5ef13c72,w21z7,snacks,4.0,1,2.8,Egg Mayo Croissant
70e0ad7f1e,w21z4,2576,bde57d9f,4,13:04:25,82 days,e55effac,w21z7,chinese,3.5,1,0.8,Mala Xiang Guo 麻辣香锅
70e0ad7f1e,w21z7,2577,c3165140,6,18:21:08,28 days,5b01b80c,w21z7,thai,5.0,1,4.0,Beef Special Soup
70ea4d0fdd,w21z8,4140,a3217010,5,16:51:58,76 days,4779773f,w21z8,snacks,3.5,1,3.2,Pandan Gula Melaka Cake
70f175d701,w21z7,4599,43b91455,4,11:12:52,68 days,3ae5716f,w21z7,snacks,4.2,2,43.2,"5 Pcs Chicken Buddy Meal, 15 pcs Chicken Feast for 7 - 8"
70fd624f63,w21z7,7834,83e5a508,2,01:18:02,31 days,26249ca3,w21z7,snacks,4.5,3,4.800000000000001,"Regular, Chestnut with Chicken Floss 栗子肉丝, White Rice 白饭"
70fd624f63,w21z7,7835,4259461c,5,12:43:44,27 days,33c116b8,w21z7,american,4.0,1,5.6,The Ordinary™ Classic Beef Burger Meal
70fd624f63,w21z7,7836,79899f3a,3,01:03:50,74 days,b55745dc,w21z7,malaysian,4.5,2,4.0,"Homemade Nasi Lemak, Pork Meatball Noodle Soup"
70fd624f63,w21z7,7837,79899f3a,1,08:08:23,79 days,b55745dc,w21z7,malaysian,4.5,1,2.0,Mee Siam
711bd4ffa0,w21ze,1895,2b5cfe51,4,20:12:52,68 days,013bde30,w21zs,malaysian,4.3,3,6.3999999999999995,"Coffee / Tea Halia, Mee Georeng, Chicken Roti John"
711bd4ffa0,w21ze,1896,9b2853ed,4,22:26:37,47 days,89370eab,w21zk,snacks,4.0,1,2.4,Sakura Rose Swiss Roll with Mascarpone Cream
711bd4ffa0,w23b5,1897,d008797e,2,19:34:55,45 days,08abcf4f,w23b5,snacks,4.0,3,13.999999999999998,"Chicken Satay, Mutton Satay, BBQ Chicken Wings"
711bd4ffa0,w23b5,1898,b271aa3b,1,14:32:45,44 days,034c1e09,w23b4,italian,4.2,2,9.2,"Turkey Bacon Aglio, Hot Basil Chicken"
711bd4ffa0,w23b5,1899,b66b4238,2,13:42:59,38 days,1d23448b,w23b4,singaporean,4.0,1,2.0,Chicken Rice 鸡饭单人份
711bd4ffa0,w23b5,1900,718fa2e7,0,09:23:05,8 days,1bc87fc1,w23b4,american,4.5,1,3.2,Chicken Bacon Club Double Toast
711bd4ffa0,w23b5,1901,3bddef27,6,14:49:07,63 days,7a165842,w23b4,indian,4.2,2,11.2,"Chicken Masala, Malabar Fish Curry"
711bd4ffa0,w23b5,1902,2bf3b5c0,1,18:56:32,37 days,14869c36,w23b4,indian,3.9,4,11.6,"Egg Prata, Bee Hoon Goreng, Plain Prata..."
7180c73d09,w23b4,3333,e9fc8da6,2,11:45:05,38 days,db5087fb,w23b4,chinese,4.5,3,9.600000000000001,"A6. Crispy Squid Rings 酥炸花枝, A1. Signature Crispy Chicken Cutlet 招牌卡啦炸鸡排, A4. Crispy Chicken Cube 美味盐酥鸡"
7184b84e77,w23b4,8539,5a7a6fea,0,19:04:09,1 days,a6030a1e,w23b4,singaporean,4.0,1,2.0,(02-39) Chicken Cutlet Noodle
7184b84e77,w23b4,8540,26bd8987,3,18:21:16,53 days,034c1e09,w23b4,italian,4.5,1,4.4,Basil Chicken Aglio
7184b84e77,w23b4,8541,8563a259,4,18:43:15,47 days,3e7b18fc,w23b4,singaporean,4.5,3,8.8,"Thai Style Chicken Rice/Noodles, Chicken Char Siew Rice/Noodles, Deep Fried Wanton (10pcs)"
7184b84e77,w23b4,8542,b5f75175,4,20:22:23,54 days,06bb4947,w23b4,malaysian,4.0,1,3.6,Nasi Lemak with Basil Chicken
7184b84e77,w23b4,8543,640e96be,2,19:24:27,17 days,76dbe82c,w23b4,snacks,4.2,3,12.0,"P5. Fried Chicken Chop Pasta, W1. Crispy Cutlet With Honey Mustard Sauce, S4. Grilled Chicken Salad with Mustard Mayo"
7184b84e77,w23b4,8544,f67be7b2,5,12:27:09,34 days,2d8313bd,w23b4,indian,4.0,1,5.6,Murtabak Chicken
7184b84e77,w23b4,8545,a9a9d9ab,6,10:47:30,42 days,5d1a2ea3,w23b6,snacks,4.3,5,5.6,"American Breakfast, Sausage Roll Egg, Siew Mai..."
71b191531a,w21z6,11252,17c796f4,4,16:19:48,12 days,e57c8769,w21z6,singaporean,4.2,2,6.0,"Drumstick Rice 鸡腿饭, Thai Sauce Tofu"
71b191531a,w23b4,11253,d67eaa9b,6,18:30:12,14 days,e964b9d9,w23b1,snacks,3.9,8,12.400000000000002,"Sweet Potato Soup 番薯汤, Tau Suan 豆爽, Durian Chendol 榴莲煎蕊..."
71dd99ef78,w21z7,478,4557b084,0,16:47:01,36 days,ab68a94c,w21z7,chinese,4.3,11,4.8,"Fried Tofu Skin 炸豆皮, Pig Skin 猪皮, Lettuce 油麦菜..."
71dd99ef78,w21z7,479,9283aa54,3,18:52:26,18 days,c271af1d,w21z7,asian,4.0,2,4.4,"Beef Bowl, Miso Soup"
71dd99ef78,w21z7,480,7f8185c6,4,00:40:31,40 days,0c1538fe,w21z7,malaysian,4.0,3,2.4000000000000004,"Mushroom Cheese Prata, Plain Prata, Double Egg Prata"
71dd99ef78,w21z7,481,2e1195ae,6,19:16:03,28 days,be5cc24e,w21z7,japanese,4.0,1,1.2,Yaki Salmon
71dd99ef78,w21z7,482,b96a5d06,5,00:44:37,27 days,24975bf7,w21z7,american,4.0,1,3.6,McSpicy® Special
71dd99ef78,w21z7,483,b60237fa,3,11:18:07,25 days,b34b7f47,w21z7,chinese,4.5,1,2.8,Chicken Popper
71dd99ef78,w21z7,484,b60237fa,3,09:32:59,74 days,b34b7f47,w21z7,chinese,4.0,2,4.4,"HK Noodle Dry Luncheon, Luncheon Meat"
71dd99ef78,w21z7,485,b60237fa,6,09:20:28,21 days,b34b7f47,w21z7,chinese,4.0,1,1.2,Kaya & Butter
71dd99ef78,w21z7,486,b60237fa,2,09:23:35,24 days,b34b7f47,w21z7,chinese,4.0,3,3.1999999999999997,"Lo Mai Gai, Soft-Boiled Eggs, Kaya & Butter"
71dd99ef78,w21z7,487,b60237fa,4,08:58:06,33 days,b34b7f47,w21z7,chinese,4.0,1,0.8,Soft-Boiled Eggs
71dd99ef78,w21z7,488,83e5a508,6,14:43:04,49 days,26249ca3,w21z7,snacks,4.2,3,3.6,"Cold, White Rice 白饭, Regular"
71dd99ef78,w21z7,490,a00508be,0,01:05:57,78 days,2077d3d0,w21z7,asian,4.0,1,5.2,1 Person Set Meal 单人套餐任选四类
71dd99ef78,w21z7,491,dcab4878,3,21:10:24,74 days,313fefcc,w21z7,snacks,4.5,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,492,dcab4878,0,12:26:19,85 days,313fefcc,w21z7,snacks,3.5,2,5.6,"Yakult Green Tea Large, Yakult Green Tea Large"
71dd99ef78,w21z7,493,dcab4878,3,21:00:09,60 days,313fefcc,w21z7,snacks,4.2,3,6.800000000000001,"Yakult Green Tea Medium, Yakult Green Tea Large, Mango Four Seasons Tea Medium"
71dd99ef78,w21z7,494,dcab4878,0,20:20:09,71 days,313fefcc,w21z7,snacks,3.8,2,4.800000000000001,"Peach Four Seasons Tea Medium, Yakult Green Tea Large"
71dd99ef78,w21z7,495,dcab4878,4,14:26:27,89 days,313fefcc,w21z7,snacks,4.0,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,496,dcab4878,1,10:40:40,37 days,313fefcc,w21z7,snacks,4.5,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,497,dcab4878,6,19:17:55,28 days,313fefcc,w21z7,snacks,4.0,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,498,dcab4878,0,19:24:00,78 days,313fefcc,w21z7,snacks,4.0,2,4.800000000000001,"Yakult Green Tea Large, Mango Four Seasons Tea Medium"
71dd99ef78,w21z7,499,dcab4878,0,20:49:39,43 days,313fefcc,w21z7,snacks,4.5,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,500,dcab4878,4,11:13:14,19 days,313fefcc,w21z7,snacks,4.0,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,501,dcab4878,6,19:54:54,56 days,313fefcc,w21z7,snacks,4.2,2,4.800000000000001,"Mango Four Seasons Tea Medium, Yakult Green Tea Large"
71dd99ef78,w21z7,502,dcab4878,4,13:49:12,40 days,313fefcc,w21z7,snacks,3.5,1,2.8,Yakult Green Tea Large
71dd99ef78,w21z7,503,dcab4878,5,11:31:09,48 days,313fefcc,w21z7,snacks,3.8,2,4.800000000000001,"Yakult Green Tea Large, Honey Lemon Lime Juice Medium"
71dd99ef78,w21z7,504,dcab4878,3,12:01:05,46 days,313fefcc,w21z7,snacks,4.0,1,2.8,Yakult Green Tea Large
7207e0dc41,w23b5,7330,7a5719fc,3,17:01:51,46 days,791ff6a5,w23b4,snacks,3.5,1,10.8,20 Pieces Boneless Wings
72248833aa,w21z6,11409,0de3723b,3,10:52:38,74 days,8c0eae61,w21z6,chinese,4.5,2,10.0,"Sliced Beef Noodle 牛肉片粉, Superior Beef Noodle 一品牛肉粉"
72248833aa,w21z6,11410,9bc49e13,6,14:35:57,28 days,45b7cc87,w21z6,snacks,4.0,2,6.0,"Mee Rebus, Curry Chicken with Rice"
724e7f66b1,w23b6,530,0b4dae07,6,12:28:00,56 days,dbd82ff1,w23b1,snacks,4.5,1,3.2,1pc Chickenjoy Spaghetti VM
724e7f66b1,w23b6,531,d759f0dd,6,17:35:34,28 days,83fd0696,w23b1,snacks,3.5,2,14.4,"Argentinian Grain Fed Angus Ribeye (200gm), Chicken Chop"
724e7f66b1,w23b6,532,d759f0dd,6,17:39:10,0 days,83fd0696,w23b1,snacks,4.0,2,14.8,"3 Piece Fish & Chips, Argentinian Grain Fed Angus Ribeye (200gm)"
724e7f66b1,w23b6,533,e83daf20,6,12:33:26,28 days,a6e4fb3b,w23b4,snacks,4.5,1,2.8,黄金鸡丁饭 Golden Chicken Cube Rice
725cb3dc52,w21z6,3903,d41383d4,5,12:42:50,13 days,ddd2e97d,w21z4,japanese,5.0,1,6.4,A5. Prawn Dumplings Shrimp Ramen 鲜虾水饺赤汤面
72ac293f26,w21zb,11029,3321fb84,2,10:52:21,45 days,000b5aa6,w21z8,snacks,3.5,2,2.4000000000000004,"Chocolate Pancake, Dessert Jelly Bowl - Mango Pudding"
72ac293f26,w21zb,11030,3321fb84,2,09:29:20,31 days,000b5aa6,w21z8,snacks,3.8,4,4.3999999999999995,"Cheese Pancake, Tuna Pancake, Chocolate Pancake..."
72ac293f26,w21zb,11031,02a1434f,6,14:50:33,63 days,6c0cff21,w21z8,snacks,4.5,2,13.2,"Brownie, Custard Puff"
72ae84fade,w21zk,2779,f774f84b,5,08:45:20,55 days,79d0524e,w21zk,singaporean,4.2,5,10.4,"3 Pcs, 2 Pcs (No Separation Of Sauce), 5 Pcs (No Separation Of Sauce)..."
72b2999cf6,w23b4,3694,830e3f06,1,20:25:46,30 days,04103286,w23b4,snacks,4.5,1,2.4,Medium 
72b2999cf6,w23b4,3695,97c0d033,3,21:26:12,46 days,a741c608,w23b4,snacks,4.0,2,5.6,"Popcorn Chicken 盐酥鸡小, Taimei Hot Chicken 台妹好辣"
72b2999cf6,w23b4,3696,b1122e14,2,09:34:18,3 days,f9fd9347,w23b4,chinese,4.0,2,4.0,"Big Pau, Ee Mian"
72b2999cf6,w23b4,3699,075454e8,1,16:14:38,72 days,65c275dc,w23b4,japanese,4.5,1,11.6,Season Sushi Platter (38 Pcs)
72b2999cf6,w23b4,3700,075454e8,6,13:06:05,35 days,65c275dc,w23b4,japanese,5.0,1,11.6,Season Sushi Platter (38 Pcs)
72e28266ec,w21zt,1117,3cfe1827,6,17:30:04,7 days,e7b708a2,w21zw,chinese,4.2,6,33.2,"Crisp-Fried Sotong with Salted Egg Yolk 咸蛋苏东, F3. Sambal Kang Kong 马来风光, D10. Sweet and Sour Pork with Lychee 荔枝咕噜肉..."
72e28266ec,w21zt,1118,767c0043,1,19:10:21,9 days,dfdc19d5,w21zt,japanese,4.2,5,0.0,"Yakitori Stick, Yakitori Stick, Yakitori Stick..."
72e28266ec,w21zt,1119,ea32cb70,5,11:40:32,48 days,0f997eba,w21zt,chinese,3.5,1,7.2,0808. Scallop Congee 生滚带子粥
72e28266ec,w21zt,1120,a9809b7f,0,12:03:31,43 days,3ccdbb30,w21zt,thai,4.2,6,21.2,"C302 Green Curry Beef, C712 Pad Thai Noodle with Prawn, C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)..."
72e28266ec,w21zt,1121,81960769,5,09:42:24,76 days,6c0cff21,w21zt,snacks,3.5,1,4.0,Pandan Swiss Roll
73000c405f,w21zg,516,7fe5a5c2,0,19:43:09,50 days,8324bbac,w21zg,snacks,4.0,1,2.4,Taro Milk Tea
730412caab,w21zg,6193,c3cafedd,5,22:37:39,62 days,fe02e1b0,w21zg,japanese,4.2,2,8.0,"LARGE Milk Sencha (Green), [NEW!] Kinyama Ramen"
730412caab,w21zg,6194,c3cafedd,5,19:31:55,69 days,fe02e1b0,w21zg,japanese,4.5,2,10.0,"Yuzu Ume Buddy Meal (U.P. $34.50), LARGE Milk Sencha (Green)"
730412caab,w21zg,6195,fc64fcb3,3,19:39:06,18 days,06bb4947,w21zg,malaysian,4.0,1,0.0,Add Sambal Chilli
731d87d43d,w23b4,11900,b5b23053,5,12:51:47,48 days,6030b85e,w23b4,snacks,4.5,2,8.4,"Signature Curry Chicken, Curry Chicken Noodle Soup"
732afb8683,w21ze,5365,2a2c93bc,6,17:58:53,0 days,f412a094,w21zg,snacks,4.0,1,2.8,Fried Fish Head Soup 香炸鱼头汤
73a22f4578,w21xx,6530,81623807,1,10:42:21,37 days,2a168619,w21xx,american,3.8,2,6.0,"Fried Chicken With Vegetable & Rice 炸鸡套餐, Indonesian Instant Noodle With Grilled Chicken 面和烤鸡"
73a22f4578,w21xx,6531,81623807,0,10:22:35,1 days,2a168619,w21xx,american,4.2,3,8.8,"Grilled Chicken With Rice 烤鸡套餐, Indonesian Instant Noodle With Grilled Chicken 面和烤鸡, Fried Chicken With Vegetable & Rice 炸鸡套餐"
73a22f4578,w21xx,6532,81623807,1,10:21:19,37 days,2a168619,w21xx,american,4.3,3,8.8,"Grilled Chicken With Rice 烤鸡套餐, Indonesian Instant Noodle With Grilled Chicken 面和烤鸡, Fried Chicken With Vegetable & Rice 炸鸡套餐"
73a22f4578,w21z8,6533,9813c9db,5,08:31:26,27 days,1bc87fc1,w21xx,american,4.0,4,10.4,"2pc Chocolate French Toast (with Biscoff Crumbs), 2pc French Toast with 2pc Soft-boiled Egg, Salmon Porridge..."
73a3961ed8,w21z6,3058,682b65bd,5,13:21:31,6 days,1f753861,w21z7,mexican,4.0,1,5.6,Build Own Burrito
73a3961ed8,w21z6,3059,4453413c,6,21:01:54,42 days,ed80ab6b,w21z7,italian,3.8,2,18.4,"6pcs Golden Roasted Drummets, Large (12"")"
73a3961ed8,w21z6,3060,24eb548c,6,00:15:07,28 days,24975bf7,w21z7,american,4.0,1,8.4,Family Meal - McSpicy® Meal x2 + Nuggets HM
73a3961ed8,w21z6,3061,0452e837,4,13:37:37,12 days,dbd82ff1,w21z7,snacks,3.5,1,9.2,VALUE FOR 2
73a3961ed8,w21z6,3062,5c63aaff,5,00:06:31,48 days,24975bf7,w21z6,american,3.8,2,3.6,"9pc Chicken McNuggets®, Apple Pie"
73a3961ed8,w21z6,3063,ca4deaec,5,09:43:39,62 days,f88ffd2b,w21z7,american,4.2,2,4.8,"Turkey Bacon with Egg CROISSAN'WICH® , CHICK’N CRISP CROISSAN'WICH® Meal"
73a3961ed8,w21z6,3064,7f528535,0,19:23:56,1 days,84a4807b,w21z6,japanese,3.7,3,6.0,"6 Pcs, Mini Size, Rice"
73a3961ed8,w21z6,3065,2963c19a,5,11:07:50,20 days,b6cf639e,w21z7,singaporean,4.5,1,2.0,Roasted Chicken with Fragrant Rice
73a3961ed8,w21z6,3066,2963c19a,1,11:29:53,30 days,b6cf639e,w21z7,singaporean,4.5,2,6.800000000000001,"Roasted Chicken, Steamed Fragrant Rice"
73a3961ed8,w21z6,3067,2963c19a,6,12:57:05,42 days,b6cf639e,w21z7,singaporean,5.0,1,0.8,Steamed Fragrant Rice
73a3961ed8,w21z6,3068,e4ea41e5,3,11:59:32,46 days,06bb4947,w21z7,malaysian,4.0,1,6.4,Ultimate March Buddy Meal: 1 Nasi Lemak with Chicken Otah Meatloaf + 1 Nasi Lemak with Chicken Wing + 2 Selected drink + 1 Bergedil + 1 Fish fillet
