vendor_id,name
32d103df,Stir-fried Sweet & Sour Pork
32d103df,Roasted Half Chicken
32d103df,"Bee Hoon with Pork, Prawn & Fish"
07158d05,American Milk Coffee
4d857200,Soup with 4 Pcs Wings Set Meal 汤和四只炸鸡
97f010f6,Tori Karaage Bento
fe8216c2,Pulut Hitam 黑糯米
fe8216c2,Red Bean Soup 红豆汤
5f4db7c6,Share Bundle
5f4db7c6,Ketupat
be5e905c,2pc Steak & Joy VM
be5e905c,2pc Chickenjoy Spaghetti VM
cc27871b,Chicken Rice Combo Box A 白切鸡套餐A
ea32cb70,Reunion Yusheng With Baby Abalone
6f08e654,102 Porridge with Century Eggs & Meatballs 干贝皮蛋肉丸粥
5b8b3369,Crunchy Potato Salad
5b8b3369,Macaroni & Cheese
5b8b3369,Cream Spinach
5b8b3369,Barbeque Chicken
5b8b3369,Sautéed Brussel
e969c6a0,Ramen Egg
f483a2e0,Lime Soda Salt
f483a2e0,Poori
f483a2e0,Pani Poori
f483a2e0,Sweet Corn Veg
f483a2e0,Masala Poori
8ca2e257,(01-42) Traditional Minced Meat Noodle Soup
6a4ac64e,Winter Melon Latte 冬瓜鮮奶
6db965aa,花生红豆冰 Peanut Ice Kacang
6db965aa,榴莲红豆冰 Durian Ice Kacang
a490c8e2,Soy Sauce Chicken Rice
a490c8e2,Shredded Chicken Hor Fun
a490c8e2,Whole
a490c8e2,Soy Sauce Chicken Noodle
d2fd4624,Big Fishball Onstik
3e0a9276,Chocolate Pancake
3e0a9276,Ginger Soup Beancurd
62ae95a1,Mee Tai Bak Soup
62ae95a1,Traditional Peanut Toast
b2a42af8,Kaya Butter Toast
6137e2f0,Brown Sauce Pork Rib Rice 烧汁骨王饭
6137e2f0,Small 小
c654efc9,BBQ Pockett
c654efc9,Nuggets (6 pcs)
c654efc9,Original Recipe Chicken
fffd7a7e,Iced Cheng Tng
5bf39bfc,17. Taro Cup  芋头红豆莲子冻
5bf39bfc,14. Yin- Yang Cup 燕麦寒天晶球鸳鸯
5bf39bfc,16. Sunshine Cup 八宝蒟蒻豆花爱玉
5bf39bfc,Earl Grey Tea 格雷伯爵茶
5bf39bfc,10. Mixed Bean Cup 花生豆豆双Q 冻
4fb3026a,Nasi Lemak Set B (Chicken Cutlet)
4fb3026a,Nasi Lemak Set A (Chicken Wing)
2b030691,(Hot) Beancurd With Red Bean 小红豆花
7b498706,Fish Ball Noodles
7b498706,Tom Yam Ban Mian
b284e6e3,McMuffin Stack Meal
8567a67f,Oreo Choco Bomb Bingsu
dd7fbef8,XL Wagyu Menchikatsu Burger Katsu
43bd9cf3,D02) Panfried Chicken Dumpling
d41383d4,Set B
d41383d4,Set C
d41383d4,E4. Braised Pork Rib with Scallion 葱烤猪软骨
81f563a8,Italian B.M.T.™ Sub
fd18f1b9,Hashbrowns Medium
fd18f1b9,FISH’N CRISP CROISSAN'WICH® Meal
fd18f1b9,Pancakes Platter Meal
69493603,Choco Truffle
f1b8c76c,Onion Rings
f1b8c76c,Garlic Bread
6eaae154,10 Pieces Classic Macarons (Classic 1) in Gift Box & Paper Bag
03b9dca0,Bundle of 3 Slice Cake
e445189b,Sushi Tei Prosperity Yusheng (Medium) [2-4 pax]
b0e81626,409. Water Chestnut Cakes
b0e81626,404. Carrot Cakes
b0e81626,303. Seasame Paste
b0e81626,209. Glutinous Rice Ball
1157d833,N7. Garlic Naan
20a7cbba,Navratna Kuruma
1f05f5fd,Chapati Set Meal
8e32d045,Moo Ping - Thai Pork Skewers (4 pc)
5b565df5,E6. Minced Pork Omelette 肉碎煎蛋
5bbfe166,Bean Sprout
5bbfe166,Braised Egg 卤蛋
5bbfe166,Quarter 双人份
255c404e,Satay Set
445bdef2,Thai Fish Cake 泰式鱼饼
445bdef2,Penang Asam Laksa 槟城阿叁叻沙
445bdef2,Hotplate Brinjal 铁板茄子
1a10a712,Sweet Potato Waffle Fries
ba142287,Pizza 1 (Vegetarian)
79899f3a,Char Siew Pau
79899f3a,Black Glutinous Rice with Coconut Milk Dessert
79899f3a,Chee Cheong Fun
79899f3a,Big Pau Pork
79899f3a,Shredded Chicken Porridge
79899f3a,Pork Meatball Noodle Soup
15fd5daf,Tea with Honey
15fd5daf,Tea with Lemon Juice
15fd5daf,Bubble Milk Tea
15fd5daf,Fruit Tea (Hot)
83c48748,Tom Yam Noodles
83c48748,Thai Style Fried Maggi Mee
83c48748,Spring Rolls
57ef3065,Moroccan Mint Latte
57ef3065,Buster's Weekly Cheesecake
ab6341f9,Yew Kee Set 友记鸭饭
ab6341f9,Large (180g)
ab6341f9,Braised Egg 卤蛋
4d857200,Bulgogi Stir Fry Beef Rice Bowl with 4 Pcs Wing Set Meal.韩式烤牛肉和四只鸡翅
05f9b8d4,Fish Ban Mian 鱼肉板面
9c6799ff,Chicken Cheese Waffles Hotdogs
9c6799ff,Bomb Toast 炸弹吐司
9c6799ff,Brown Butter Sugar Toast Set 黑糖牛油套餐
9c6799ff,Kaya Butter Soft Bun Toast Set 卡亚牛油软面包套餐
9c6799ff,Pancake ( Large)
c648a753,Chicken Bistik Wet
0f92945e,Mackerel Otah
0f92945e,L3. Laksa Chicken Delight
0f92945e,L1. Singapore Laksa
f98ae242,M5. Fish and Chips
f98ae242,Egg
f98ae242,M1. Grilled Chicken Steak
f98ae242,M6. Chicken Cutlet
40689040,Popeyes Chicken Sandwich
e95157fc,McMuffin Stack Meal
100d4dc5,Free Heineken 0.0
6e87346c,Nasi Lemak with Sambal Cuttlefish
3333c757,"Fried Rice with Ham, Prawn & Egg"
3333c757,"Bee Hoon with Pork, Prawn & Fish"
68a8c3a7,H3. Fried Rice With Italian Sausage
68a8c3a7,GF04. Spicy Cheesy Crispy Chicken
68a8c3a7,GF08. Black Pepper Spanish Pork Loin
9ca4a463,Assam Fish Head 亚参鱼头
84f4928c,(01-74) Chee Cheong Fan 2pcs
8548b304,02. Singapore Laksa by PGFN
75c8952f,14. Mutton Kothu Prata
75c8952f,32. Coin Prata
e1b7f43b,Chocolate Prata
e1b7f43b,Fish Curry
e1b7f43b,Banana Prata
db7e4815,Honey Green Tea Large
d11dbb0d,Pu Tien Fried Rice  莆田炒饭
d11dbb0d,Cabbage with Stewed Tofu  大白菜炖豆腐
d11dbb0d,Pork with Lychee  荔枝肉
d11dbb0d,Xing Hua Fried Bee Hoon 兴化炒米粉
1372e9ec,430. 7-Up with Salty and Fresh Lemon
1372e9ec,432. HK Style Red Bean Ice
62f9900a,Grass Jelly Bowl - Luo Han Guo
62f9900a,Chicken Meatballs Wholegrain Mixed Rice Bowl
42c16ce5,C604 Stir-fried Mixed Vegetable with Mushroom 香菇炒时蔬
42c16ce5,C802 Thai Chendol
42c16ce5,C505 Honey Chicken
42c16ce5,C105 Homemade Fish Cake (4pcs) 自制鱼饼 (四个)
42c16ce5,C406 Prawn Omelette
42c16ce5,C709 Thai Fragrant Steam Rice
095f2603,Chicken & BBQ Pockett Buddy Meal
de7b8b87,Dessert Jelly Bowl - Red Bean
de7b8b87,Chicken Meatballs Porridge Set
d65e640e,Dry Mee Siam With Chicken Wing
d65e640e,Kopi (Large)
d65e640e,Peanut Butter Thick Toast
09958f7e,N2. Seafood Hor Fun
09958f7e,M1. Minced Pork Mee Hoon Kuey Dry
7631142f,Soup
aba5f587,Mala Xiang Guo 麻辣香锅
792d8263,Egg Fried Rice 鸡蛋炒饭
792d8263,Mala Hotpot Base 麻辣香锅
3bad8261,28. Hot Plate Saba + Chicken Set 铁板沙巴鱼鸡肉套餐
3bad8261,35. Kimchi Soup + Rice 泡菜汤饭
2a792104,Large Fried Hokkien Mee
2a792104,Medium Fried Hokkien Mee
51e4370e,Small
51e4370e,Large
82a48446,Combo for 2
82a48446,Lobster Mac & Cheese
82a48446,6 Pcs
9f65fa10,3 Pcs
9f65fa10,à La Carte
9f65fa10,Classic Whole Lobster
b66b4238,Chicken Rice Dumplings Set 鸡饭水饺套餐
90c7a180,S3. Emperial Pork Ribs Fried Rice
ef6a0747,Steamed Dumpling 蒸饺
ef6a0747,Tomato Scrambled Egg La Main 番茄鸡蛋拉面
57cebb3c,Store-selected Half Dozen
598eb5c1,Honey TGY
d4860ec4,Ayam Penyet (Fried Chicken)
d4860ec4,Bakso (Beefball Soup)
d4860ec4,Ayam Cabe Ijo (Chicken In Green Chili)
8e1801be,Chicken Pot Small 鸡公煲小
bf62f0a1,Roasted Chicken Set Meal 烧鸡饭套餐 一人份
bf62f0a1,Signature Roasted Chicken for 1 Pax
b0c431fa,Bee Hoon Goreng Combo
0a738db9,Sliced Chicken 鸡肉片
0a738db9,Beancurd Skin 豆皮
0a738db9,Sliced Beef 牛肉片
0a738db9,Instant Noodle 快熟面
0a738db9,Sliced Potato 土豆
1b9c2b16,R44. Ginger Spring Onion Beef Rice  姜葱牛肉饭
1b9c2b16,R46. Dried Chilli Beef Rice  宫保牛肉饭
b821aa13,Ddeokbokki
ea1bb323,20. Mixed Grilled Combo 杂扒巨无霸
ea1bb323,05. Signature Texas Chicken Chop 招牌德州烤鸡扒
ea1bb323,50. Fried Fish With Fried Rice 炸鱼条炒饭
2b5f5d68,DIY 酿豆腐
b70feb2a,Baked Pumpkin with Salted Egg Yolk 咸蛋黄焗南瓜
b70feb2a,Sauteed Agaric &  Leyden 富贵青菜
b70feb2a,Braised Eggplant &  Minced Pork 招牌家常茄子
a11e2a25,Child's Play
a11e2a25,Mega San Sushi
a11e2a25,Lucky Enoki
a11e2a25,Mega San Salad
2998ad95,06. Mini Wok Noodles
e847c803,Petai Minced Meat Rice 臭豆肉碎饭
e847c803,Minced Meat Tofu Rice 肉碎豆腐饭
e847c803,Salted Fish Pork Belly Rice 咸鱼花腩饭
d285f97e,16.Teriyaki Chicken Set Meal 照烧鸡扒套餐 
3e6c61a5,Chicken Cutlet Curry Rice 炸鸡排咖喱饭
3e6c61a5,Laksa 叻沙
3e6c61a5,Lor Mee 卤面
57ffbe79,A01. Egg  蛋
64ba0862,Kopi O (Large)
64ba0862,Mee Rebus Set
64ba0862,Drumstick Braised Pork Rice
b8e7f5da,8 Pcs Salmon
cbf56aaf,Chicken Katsu Don
115b9d24,Spaghetti Alla Bolognese
4ac83272,"Xtra Large (15"")"
4ac83272,Crazy Chicken Crunchies (Original)
4ac83272,8pcs Golden Roasted Drummets
eeff118b,Exclusive for foodpanda: Special Bundle (4-5 pax)
3c28e226,2pc Chicken
08e542f2,Flower Cordyceps American Ginseng Chicken Soup
08e542f2,Duck with Salted Vegetable Soup
e0808616,Fresh Taro Milk 大甲芋頭鮮奶
e0808616,Milk Foam Green Tea奶霜茉香綠茶
28989d36,1-FOR-1 901 Yang Zhou Fried Rice 扬州炒饭
39763e37,Olive Fried Rice 榄菜炒饭
39763e37,Braised Ee-Fu Noodle With Assorted Mushroom And Truffle 双菌松露干烧伊面
39763e37,Sautéed French Bean With Tai O Shrimp Paste & Minced Pork 大澳虾酱肉松虾米炒四季豆
579be5e4,The Original Dumpling
579be5e4,Miso Mushroom Noodle
579be5e4,Veggie Mandu Dumpling
579be5e4,Prawn & Crab Dumpling
11625ca4,Braised Pork Noodle With Egg
11625ca4,The Original Dumpling (5pcs)
11625ca4,Veggie Mandu Dumpling (5pcs)
11625ca4,Miso Mushroom Noodle With Egg
4c9fad9d,Egg Fried Rice With Seasoned Prawns
9f3628b2,Latte
9f3628b2,Almond Croissant
9f3628b2,Caramel Latte Macchiato
9f3628b2,Chocolate Banana Croissant
c769d4df,Dal Butter Fry
101124c9,Vegetarian Dum Biryani
101124c9,CC-12. Chinese Combo Schezwan
8267df32,Masala Butter Milk
ba0e38a9,Sambar Vadai
ba0e38a9,Mysore Masala Thosai
ba0e38a9,Briyani Set Meal
ba0e38a9,Vegetable Briyani
5c5fc93b,Spicy Vegetable  Rice/Szechwan Veg Rice
5c5fc93b,Paneer Butter Masala
5c5fc93b,Dal Butter Fry
f00a688b,American Chop Suey Vegetable
f00a688b,Schezwan Fried Rice Chicken
f00a688b,Chilly Fish
f00a688b,Crispy Fried Five Spiced Chicken
f00a688b,Hot and Sour Vegetable Soup
f00a688b,Szechwan Hakka Noodles Chicken
f00a688b,Dry Gobhi Manchurian
f00a688b,Chilli Paneer
f00a688b,Black Pepper Mushroom
f774f84b,Soon Kueh 笋糕
f774f84b,10 Pcs (Plastic Container)
0256d1fd,Salted Egg Chicken Cube Rice 咸蛋鸡丁饭
0256d1fd,Salted Egg Pork Ribs Rice 咸蛋排骨饭
0256d1fd,Sambal Kang Kong 马来风光
0256d1fd,Mee Hong Kong 香港面
a1173f5d,Regular Fries
a1173f5d,Biscuits with Jam (1 Piece)
16f77585,Beyond Burger
88e2ba5a,Small
1f53aae1,Chappatti Keema Set
1f53aae1,Mutton Chop
1f53aae1,Chicken Chop
f0db3ca8,A18. Sambal Chicken Rice
f0db3ca8,A2. Belacan Fried Rice
f0db3ca8,A1. Young Chow Fried Rice
544c1f30,Jumbo Salmon Mentaiyaki
6db965aa,磨磨喳喳 Bubur Cha Cha
6db965aa,浆罗 Chendol
8b618367,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
8b618367,22. Sesame Ball 芝麻球
8b618367,17. Spring Roll 春卷
8b618367,16. Chicken Glutinous Rice 糯米鸡
8b618367,05. Chicken Pau 鸡肉包
8b618367,Home Hero 住家英雄套餐
8b618367,30. Chicken Claw 凤爪
8b618367,24. Bean Paste Sesame Ball 豆沙芝麻枣
c96feac8,Wing Set
cbfe9537,Buboh Cha Cha
cbfe9537,Chendol
cbfe9537,Penang Char Kuay Teow
4a995636,Korean Chicken Rice Burger Combo
4a995636,Hot Lemon Tea
0fc9a8b4,COMBO 1
43bd9cf3,R24) Nasi Goreng Kampung
360e05e4,Chocolate Avalanche Mocha Cake
bc7c95b5,Hot and Crispy Tenders (5 pcs)
bc7c95b5,BBQ Pockett
61baa092,Chicken Cutlet
61baa092,Fried Wing
cf101be7,Chicken Cutlet Curry Rice
a87bf97e,Medium
9e677272,Nasi Lemak
9e677272,Otah
22c03df7,Ala Carte
a6c4dcea,Teh (Large)
a6c4dcea,Iced Teh (Large)
a6c4dcea,Kopi (Large)
a6c4dcea,Iced Lemon Tea (Large)
a6c4dcea,Mee Siam
a6c4dcea,Lemon Tea (Large)
a6c4dcea,Ham & Cheese Sandwich Set
a6c4dcea,Iced Teh O (Large)
a6c4dcea,Peanut Butter Thick Toast
a6c4dcea,Iced Kopi (Large)
d1a40d9d,MR1 Mee Rebus
f799b57a,Eggs with Tomatoes Noodle 西红柿鸡蛋面
f799b57a,Cabbage Salads 凉拌包菜
0f92945e,MS1. Classic Mee Siam
0f92945e,Kaya Butter Toast
0f92945e,Peanut Honey Toast
0f92945e,Chee Cheong Fun and Soon Kueh
9d8aa428,9 pcs Chicken Feast for 4 - 5
5e544ca9,06. Roasted Chicken Drumstick Rice
67727718,Large
a1410fc6,Curry Puffs
a1410fc6,Butterfly Bun
a1410fc6,Tau Suan
a1410fc6,Spring Roll
a1410fc6,Green Bean Cake
a1410fc6,Samosa 3 pcs
a1410fc6,You Tiao
9c4e5580,Crispy Lemon Chicken Cutlet
9c4e5580,Fries with Mayo Cheese Sauce
9c4e5580,Crispy Giant Leg Rice
9c4e5580,Teriyaki Chicken Meatballs
9c4e5580,Thai Fried Fish Rice
4a4e08ff,Curry Puff
4a4e08ff,Chicken Pie
4a4e08ff,Custard Puff
09c3ae0a,Chicken Cutlet Curry Rice鸡排咖喱饭
87213b6d,Nasi Ayam Panggang
87213b6d,Spicy Belechan Chilli
76034a73,Churros with Basic Dips
703e4779,粉条 Vermicelli
9199fbbb,23. Fatty Bom Lamb Steak
43819636,L5. Gogiyo Black Pork Bowl
43819636,L9. Salmon Mentai Bowl
0e8b74b7,109. Signature Mega Cheesy Chicken
58ecbdec,Tom Yam Soup
58ecbdec,Fishballs Soup
b271aa3b,Laksa Seafood
ccb21822,HK Crispy Milk Bun
ccb21822,Ginger Soup With Tang Yang
ccb21822,No Longan
ccb21822,Nonya Laksa (Thick Bee Hoon) Set (Toast)
86e98e5d,2x Value Meal - Sausage McGriddles with Egg
debb1f85,Mushroom Swiss with Egg CROISSAN'WICH® Meal
debb1f85,FISH’N CRISP CROISSAN'WICH® Meal
5f1c3a73,Chicken Rice with Thigh Meat & Vegetables
5f1c3a73,Chicken Rice with Thigh Meat
5f1c3a73,Rice
5f1c3a73,Bean Sprout Small
5f1c3a73,3 Pcs
1c54dc11,Chicken Rice Set 白鸡饭套餐
1c54dc11,Char Siew Rice 叉烧饭
71a849b4,Fortune Pillow 年年有芋
71a849b4,Hearty Sausage Croissant 
71a849b4,6pc Donut Bundle (Donuts - Good For Sharing)
71a849b4,Bountiful Fortune 牛转乾坤
dee11ee0,Roasted Sencha Milk Tea
da359669,Pokka Chrysanthemum Tea
8548b304,D6. 2 X Mini Wok Noodles Set
81f563a8,Subway Melt™ Sub
cd1d3ecc,Tea with Cream
cd1d3ecc,Double Happiness Bundle
faa9faa7,海鲜滑蛋河粉 Seafood Hor Fun
faa9faa7,8-10 Pax Bundle
a687ebf5,Lemon Green Tea Large
a687ebf5,Ovaltine Large
a687ebf5,Ovaltine Medium
a687ebf5,Honey Milk Tea Large
3a2fe659,Egg Fried Rice With Seasoned Prawns
3a2fe659,Truffle Fried Rice with Seasoned Prawns
3a2fe659,Egg Fried Rice With Grilled Chicken
e282d812,Chocolate Pie
1e507cbd,20. Hokkien Mee 福建面
1e507cbd,18. Kway Teow Hong Kong 滑蛋河粉
76bb310b,Korean Style Fried Glass Noodles
cb0c78b6,Truffle Fried Rice with Braised Beef
2c61c41a,Oreo Crush
a1cbd0ac,Maggi Goreng Combo
a1cbd0ac,Chicken Masala
81f1df5e,Fries on Dips
81f1df5e,4pcs Chicken Tender
5a75991f,Ayam Penyet + Nasi
5a75991f,Tahu-Telor
5a75991f,Ayam Bakar + Nasi
581c9650,Chicken 65
581c9650,Gravy
581c9650,Chicken Briyani
581c9650,Prawn Meals
581c9650,Bru Coffee
219b6e41,C701. Pineapple Fried Rice
219b6e41,C801. Red Ruby
219b6e41,C715. Stir-Fried Fire Tang Hoon
219b6e41,C207. Clear Tom Yum Seafood Soup
219b6e41,C507. Stir-fried Beef with Kai Lan
219b6e41,C106. Homemade Prawn Cake 
219b6e41,C201. Mango Salad
219b6e41,C601. Stir-fried Kang Kong with Shrimp Paste
219b6e41,C505 Honey Chicken
219b6e41,C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)
219b6e41,C404 Stir-fried Sotong with Sambal 叁峇炒苏东
219b6e41,C207 Clear Tom Yum Seafood Soup
219b6e41,C701 Pineapple Fried Rice with Prawn 菠萝虾炒饭
219b6e41,C416 Claypot Prawn Tang Hoon
219b6e41,C712 Pad Thai Noodle with Prawn
fd8b2d05,Plum & Lime Juice 酸梅酸柑水
a3e5dc0d,Lobster Salad Sushi
a3e5dc0d,Double Unagi Roll
a3e5dc0d,Salmon Salad Sushi
a3e5dc0d,Homemade Ebi Gyoza
a3e5dc0d,Special Mini Unagi Roll
a3e5dc0d,Tuna Salad Sushi
a3e5dc0d,Orange Jelly
a3e5dc0d,Chuka Iidako Sushi
a3e5dc0d,Gyuniku Roll
a3e5dc0d,Peach Jelly
a3e5dc0d,Potato Gyoza
a3e5dc0d,Ebiten Floss Maki
a3e5dc0d,Kaki Mentai Mayo Roll
a3e5dc0d,Grape Jelly
a3e5dc0d,Lobster Salad Roll
744c7bd7,Chicken Katsu Don
744c7bd7,Salmon & Ikura Dashimaki Tamago
744c7bd7,Hokkaido Zuwaigani Dashimaki Tamago
744c7bd7,Tamago-EN Oyako Don
744c7bd7,Okonomiyaki -style Tako Dashimaki Tamago
baaf3ffa,"Chicken Wing & Fish Cake, Luncheon Meat & Egg Bee Hoon Set 鸡翅膀 + 鱼饼 + 午餐肉 + 蛋米粉套餐"
baaf3ffa,"Otah & Fish Cake, Luncheon Meat & Cabbage & Egg Bee Hoon Set 鸡翅膀 + 鱼饼 + 午餐肉 + 蛋米粉套餐"
baaf3ffa,Otah & Chicken Wing +Egg Bee Hoon Set 乌达 + 鸡翅膀 + 蛋米粉套餐
f74a9b6b,Ayam Tanpa Tulang + Nasi
c533dfee,30. Teriyaki Chicken Set
c533dfee,33. Fried Ebi & Teriyaki Chicken Bento
bcc7a424,S'Mores Cake
e9b5fab9,Salted Caramel Milk Coffee
e9b5fab9,CheezHO Green Tea 
bf6ffc1c,Chili Crab Pau 辣椒螃蟹包
3227b866,18. Fish Dumpling 加鱼饺
3227b866,Combo A 套餐 A
3227b866,11. Poach Egg 加蛋
ff899270,Paneer Butter Masala
ff899270,Chicken Murtabak
6d3dc9ea,Dry Ee Mee 什锦干炒伊面
d5d65d87,Dry Prawn Noodle
7fbdfd30,Ala Carte
6b7c3922,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
0288ef8f,Barley
004b1403,Grilled Portuguese Roll
74f30679,Jumbo Beef Pepper Rice Bowl
5bc482f5,24 Choco Butternut Munchkins
c1698370,Regular
c1698370,D9. Green Curry Chicken
c1698370,J1. Red Ruby
593054f4,Double Happiness Bundle
50779435,Drumstick Braised Pork Rice
50779435,Mee Rebus
04644190,Fried Dumpling (8pcs)锅贴（8粒）
04644190,Tomato Scramble Egg La Mian 番茄鸡蛋拉面
cd1d3ecc,Tea with Lemon Juice
a219061e,New Chicken Nuggets (5pcs)
ba15b5c2,New Chicken Nuggets (5pcs)
d333daf4,Pork 烤猪肉串
d333daf4,Chicken Gizzard 烤鸡胗
d333daf4,Yang Zhou Fried Rice 扬州炒饭
d333daf4,Beef 烤牛肉串
d333daf4,Chicken Skin 烤鸡皮
d333daf4,Lamb 烤羊肉串
d333daf4,Dongbei Fried Noodles 东北炒面
d333daf4,Mushroom 烤蘑菇
d333daf4,Suan La Fen 酸辣粉
d333daf4,Shang Cheng La Zi Ji 山城辣子鸡
3f2073dd,Goan Fish Curry
3f2073dd,Palak Paneer
0f64546e,Fish Biryani
0f64546e,Tandoori Roti
0f64546e,Hari Mirch Ka Punjabi Kadi
0f64546e,Aubergine Masala
98d7d51e,Tom Yam Ikan
98d7d51e,Small
98d7d51e,Nasi Putih
59866e10,3pc Chick & Buddy Meal
70999368,Mango Delight
11fc811d,Signature White Beehoon (S)
7a17bff8,Blue Lagoon 珊瑚海
5ecb2fcd,BYO Poké Bowl
837afc30,Kajiki Sashimi
837afc30,Shishamo
0d51a470,Mentaiko Carbonara Udon with Onsen Egg
984f3863,Umami Mushroom Avocado Toast
27d84858,Original Mazesoba
0509c83e,Spaghetti Pomodoro & Olives Pasta
0509c83e,Publico Tiramisu (Singapore's Favourite!)
0509c83e,Capricciosa Pizza
0509c83e,Paccheri Basil Pesto
0509c83e,Burrata Pizza
0509c83e,Classic Beef Lasagna Pasta
a54f2f90,Unagi Kabayaki with Kani Croquette Bento
a54f2f90,Butabara Koji Zuke with Agedashi Tofu Bento
a54f2f90,Salmon Ikura Don
2123f90f,Chili Con Carne
2123f90f,Turf & Turf
2123f90f,Chicago Dog
2c61c41a,Mango Passion Fruit
2c61c41a,Oreo Milkshake
0c8e9e48,Beef & Tripe Noodle 牛肉牛肚面
05a89a2d,408. Chee Cheong Fun
05a89a2d,205. Yam Paste
dee6a779,Mee Soto
dee6a779,Nasi Lemak
7a4c6765,Nasi Sambal Goreng Ayam
689118e4,Salmon + Fried Ebi Bento
689118e4,Takoyaki
689118e4,Chicken Cutlet with Curry Rice
2b030691,Portuguese Egg Tart 葡萄式蛋挞
2b030691,(Cold) Classic Soymilk 经典豆浆
2b030691,(Hot) Beancurd With Peanut Glutinous Rice Ball 花生汤圆豆花
2b030691,Yellow Bean Fritter 黄豆-煎堆
2b030691,(Cold) Gula Malacca Soymilk 椰糖豆浆
2b030691,(Hot) Beancurd With Black Sesame Glutinous Rice Ball 黑芝麻汤圆豆花
2b030691,You Tiao 油条
32c27b01,07. Custard Pau 奶黄包
32c27b01,16. Chicken Glutinous Rice 糯米鸡
f12d743f,Fish & Chips
f12d743f,Tartar Sauce
f12d743f,Cheese Dip
f12d743f,Whole Spring Plate
f12d743f,Potato Wedges
56b5d714,Fisherman's Catch Baked Rice
d5913f0a,Classic Carbonara
46ff7fb0,Tea C
b0b259a3,Goreng Pisang
b0b259a3,Cheese Fries
b0b259a3,Tahu Begedil
b0b259a3,Mee Bandung
b0b259a3,Chicken Nasi Lemak
9a214394,4 Pieces
9a214394,1-For-1 Tteokbokki 
9a214394,COMBO 2
86be287c,Overload Cake (Chocolate Fudge)
86be287c,Mango Selasih
86be287c,Cupcake (Salted Caramel)
db56e3ae,Meat Ball Handmade Noodle
db56e3ae,Pork Handmade Noodle
bc092124,Bubble Milk Tea (Hot)
bc092124,Tea with Mousse
bc092124,Tea with Mango
bc092124,Tea with Honey
b2a42af8,Hot Honey Lemon Drink
744ccfc8,Roasted Chicken Rice 烧鸡饭
744ccfc8,Old Cucumber Pork Ribs Soup 老黄瓜排骨汤
e9feae9d,Chicken with Rice
9008a21d,Small
9008a21d,Chicken Satay
9008a21d,Pork Satay
ccb21822,Silver Fish Fried Rice
ccb21822,Steamed Chwee Kuey
8a6c7f79,Briyani Rice with 2 Vegetables
8a6c7f79,Fish Cutlets
8a6c7f79,Sambar
8fd95aeb,Signature Superior Soup With Rice/Noodle
93d7305f,Cheesy Melt Chicken Sub
0451a204,Chicken Rice Box for 1
0451a204,Chicken Rice Chilli Sauce
0274eeb7,一人份
79ffc175,Yoghurt Peach Ice Blended酸奶蜜桃沙冰
79ffc175,Banana Chocolate Ice Blended香蕉巧克力沙冰
7b8f2073,Fruits Rojak 水果罗惹
7b8f2073,Signature Fried Rice 招牌炒饭
4a86bcb3,Cafe Latte
1e877b7d,English Roast
d1a40d9d,Chwee Kueh
d1a40d9d,Strawberry Jam Muffin
d1a40d9d,L1 Laksa
45e714e9,Apricot Tart
45e714e9,B&C Cold-Pressed Juice - Recharge (300ml)
45e714e9,Carrot Cake (Slice)
45e714e9,Chocolate Indulgent Cake (Slice)
97c0d033,Chocolate La Crème
97c0d033,Sweet Potato 甘梅地瓜
ddd23447,Ginseng Chicken Soup 人参须鸡汤
1c96c566,Teochew Fishball Noodle
53ba1ca2,Roti John Portobello
3cbbdcff,Roasted Duck + Char Siew Rice 烧鸭叉烧饭
3cbbdcff,Roasted Duck + Steamed Chicken Rice 烧鸭白鸡饭
3cbbdcff,Char Siew Rice 叉烧饭
445bdef2,Hor Fun 河粉
535e5117,Fried Chicken
535e5117,Chicken Briyani
b3b94f52,Claypot Assorted Bak Kut Teh  砂煲什锦肉骨茶
b3b94f52,Mushroom Minced Meat Noodle 香菇肉脞面
b3b94f52,Herbal Bak Kut Teh 药材肉骨茶
b3b94f52,Signature Noodle 招牌面
b3b94f52,Claypot Herbal Pig's Tail Soup 砂煲药材猪尾汤
ed65578b,Chicken Nasi Briyani 
ed65578b,Mutton Soup
627ab7b1,Milk Tea Large
627ab7b1,Brown Sugar Fresh Milk Medium
10a60f48,Dry 干
10a60f48,Rice 白饭
e7b24dc0,2x Value Meal - McMuffin S EVM + Big BF EVM
2255b645,"Ham, Butter, Emmental Cheese"
2255b645,Brunch For 2-3 Pax
2255b645,Expresso
6ad5eb79,Berry Strawberry
6ad5eb79,Chocolate Oreo
6ad5eb79,Chocolate Graham Ring
6ad5eb79,New York Cheese Cake (NYCC)
6ad5eb79,Red Velvet Cake
97f6ea33,Iced Vietnamese Coffee
97f6ea33,104 PLANT-BASED LUNCHEON MEAT SANDWICH
596d6c30,Sandwich Set (Sandwich + Soup of the Day)
eef8349b,Iced Cafe Latte
eef8349b,Perfect Duet (Ham & Cheese)
eef8349b,Classic French Omelette
0e49f7e4,Milk Tea Medium
0e49f7e4,Cacao Barry Medium
0e49f7e4,Hazelnut Milk Tea Medium
