,name
15418,Taiwan Taro Lava With Taro Pearls 
15419,Brown Sugar Boba Milk 波霸鲜奶
15420,3. Salmon + Pork Katsu Bento 三文鱼炸猪排饭盒
15421,16.  Teriyaki Chicken Set Meal 照烧鸡扒套餐
15422,27. Beef Ramen 牛肉拉面
15423,Gula Melaka Milk Tea with Pearls
15424,Phad Thai
15425,Hong Kong Wanton Dry Noodle  港式云吞面干
15426,Cheese Ice Cream Choco
15427,Sautéed French Bean With Minced Pork And Dried Shrimp 干煸四季豆
15428,Honey Butter Chicken
15429,Pita Bread
15430,Kalamaki Merida Beef Skewers
15431,Htapodi
15432,Dolmades
15433,Tzatziki
15434,Spalobrizola Me Kokalo
15435,Tzatziki
15436,Horiatiki
15437,Dolmades
15438,Spalobrizola Me Kokalo
15439,Tzatziki
15440,Pita Bread
15441,Tzatziki
15442,Dolmades
15443,Souvlaki Beef Skewer
15444,Souvlaki Chicken Yiro
15445,Htapodi
15446,Classified Chicken (New)
15447,"Regular (9"")"
15448,Thai Style Tom Yum Soup 泰式冬炎汤
15449,Sharing Bundle Plus (3-4 pax) (U.P. $49.40- 35% OFF)
15450,46. Beef Curry Soup 咖喱牛肉汤
15451,38. Noodle with Soy & Scallion Oil 特色葱油开洋拌面
15452,6. Poached Hong Kong Kai Lan 灼香港芥兰
15453,Tom Yam Sliced Fish Soup 冬炎鱼片汤
15454,Vegetables
15455,Aloo Gobi (Set)
15456,Paneer Butter Masala (Set)
15457,馒头 Mantou (Steamed/Fried) 8pcs
15458,Earthen Bowl Tofu with Luffa
15459,Earthen Bowl Tofu with Luffa
15460,馒头 Mantou (Steamed/Fried) 8pcs
15461,Plain
15462,Chicken Curry with White Bread
15463,Janggut Laksa
15464,Janggut Laksa
15465,4. Fruity Ai-Yu Jelly 水果晶球爱玉冻
15466,11. Tropical Cup 芒果荔枝双Q冻
15467,S04. NZ Grass-Fed Sirloin Steak
15468,GF2. Flame Grilled Chicken With Black Pepper Sauce
15469,9. Rice
15470,J1. Popcorn Chicken & 1 Side
15471,02. Char Siew Pau 叉烧包
15472,09. Siew Mai 烧卖
15473,28. Chee Cheong Fun Prawn 猪肠粉-虾
15474,10. Prawn Dumpling 虾饺
15475,31. Steamed Pork Ribs 排骨
15476,Shanghai Fried Rice With Seasoned Prawns
15477,Shanghai Fried Rice With Grilled Chicken
15478,Egg Fried Rice With Grilled Chicken
15479,10. Char Siew Roasted Pork Noodle 叉烧烧肉面
15480,1. Signature Wanton Noodle 招牌云吞面
15481,White Rice 白饭
15482,Ala Carte
15483,Beef Taco
15484,Crispy Gyoza
15485,Chicken Cutlet
15486,Ajisen Ramen
15487,Fried Whole Chicken
15488,Beef Satay  (10 Pcs)
15489,Chicken Satay (10 Pcs)
15490,13. Cajun Chicken with Rice
15491,10. Crunchy Chicken with Pasta
15492,14. Crunchy Chicken with Rice
15493,Roasted Chicken Rice
15494,Rice
15495,Egg Fried Rice With Braised Beef
15496,Add Sambal Chilli
15497,Bee Hoon Goreng
15498,Bee Hoon Goreng
15499,Bee Hoon Goreng
15500,Flour With Potato
15501,Small
15502,Bee Hoon Goreng
15503,Plain Flour
15504,Chicken Ham & Cheese Sandwich
15505,Fish Fillet
15506,Plain Flour
15507,Egg Masala Dosai
15508,Egg & Onion Prata
15509,Egg Prata
15510,Beehoon Goreng Power
15511,Egg & Onion Prata
15512,Set 4 Sambal Asam Sotong
15513,Set 1 Signature Fried Chicken
15514,Set 1 Signature Fried Chicken
15515,Golden Aroma® Chicken - 1 pc
15516,Chicken Coney Dog with Beef Sauce
15517,Double Cheeseburger Combo
15518,Ayam Penyet - With Steamed Rice
15519,Empal Bakar - With Steamed Rice
15520,(01-143) Carrot Cake Black
15521,701. Custard Crust Bun
15522,703. Crispy Egg Tart
15523,Sweet & Spicy Duck Wing 甜辣鸭翅
15524,Mala Duck Tongue 麻辣鸭舌
15525,Chicken Wings with Basil Leaves
15526,Honey Chicken with Rice
15527,Basil Chicken with Rice
15528,Thai Omelette with Prawn
15529,Nasi Lemak 椰浆饭
15530,Fried Chicken Mid Wing 鸡中翅
15531,Fried Chicken Mid Wing 鸡中翅
15532,Red Bull 紅牛
15533,Nasi Lemak 椰浆饭
15534,Fish & Chips
15535,Crunchy Crunchy
15536,Choco Caviar Strawberry
15537,Strawberry Rainbow
15538,Sugar Ice
15539,Oreology
15540,Choco Caviar Chocolate
15541,Wonder Melon
15542,Wonder Melon
15543,Strawberry Fresh Milk
15544,Roti John Combo
15545,2. Koo Kee Special Noodle 高记招牌面
15546,2. Koo Kee Special Noodle 高记招牌面
15547,R4. Basil Chicken Rice with Fried Egg
15548,F4. Deep-fried Spring Roll
15549,Koo Kee Special Noodle 高记招牌面
15550,Rice 饭
15551,Mummy ABC Soup 经典ABC汤
15552,3 in 1 Riceballs
15553,Pumpkin Rice 金瓜饭
15554,ABC Pork Ribs Soup 经典ABC排骨汤
15555,37.Hotplate Pork Set 铁板猪肉 
15556,33.Chicken Kimchi Ramen 鸡肉泡菜拉面 
15557,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
15558,Hand Scooped Real Ice Cream Milkshake
15559,Honey Milk Tea Medium
15560,Milk Tea Medium
15561,Thai Green Curry Fried Rice
15562,Deep-fried Spring Rolls
15563,Dum Briyani Chicken
15564,Egg Prata
15565,Oriental Chili Fish Pasta
15566,P15. Egg Prata
15567,P11. Mutton
15568,P11. Mutton
15569,P15. Egg Prata
15570,S10. Deep-fried Pork Set
15571,S1. Stir-fried Chilli Basil Leave Minced Meat Set
15572,S5. Omelette Rice Set
15573,Sambal Cuttlefish
15574,Pearly Bandung
15575,Strawberry Shortcake
15576,Small 小
15577,Laksa 叻沙
15578,2 Classic Pans
15579,Sweet Corn Bowl
15580,Salmon Says
15581,Lucky Enoki
15582,Little San Sushi
15583,R1. Thunder Tea Rice
15584,R1. Thunder Tea Rice
15585,R11. Bak Kut Teh with Rice
15586,SP8. Bak Ku Teh Vegetable Soup
15587,R1. Thunder Tea Rice
15588,R1. Thunder Tea Rice
15589,R1. Thunder Tea Rice
15590,XXL Crispy Chicken
15591,Sweet & Spicy
15592,Garlic Soy Mayonnaise Rice
15593,Chicken Mayonnaise Rice
15594,Garlic Soy Mayonnaise Rice
15595,Impossible Taco
15596,Buttermilk Waffle
15597,Salted Caramel Ice Cream
15598,Vanilla Ice Cream
15599,Cookies & Cream Ice Cream
15600,Small
15601,Roasted Char Siew Roasted Pork Noodle 叉烧烧肉面
15602,Roasted Chicken Rice Set  烧鸡饭套餐
15603,Jumbo Beef Pepper Rice
15604,Garlic Bread
15605,Baked Beefballs - Creamy Alfredo Sauce
15606,Traditional Beef Bolognaise
15607,Shrimply Garlicky Aglio Olio
15608,W19. Prime Ribeye Steak
15609,W1. Double Grilled Chicken
15610,W72. Cheese Fries
15611,W30. Mushroom Aglio Olio
15612,W14. Fish & Chips
15613,Grilled 2-Mushroom & Pumpkin Eggwrap
15614,S09. Carrot Pork Ribs Soup 萝卜排骨汤
15615,RI09. Char Siew & Roasted Pork Rice 叉烧烧肉饭
15616,Saba Shio Bento
15617,Saba Shio Bento
15618,Saba Shio Bento
15619,Saba Shio Bento
15620,Grilled Pork Baguette
15621,Tuna Melt
15622,"Large (3 Supplements, 2 Proteins & 2 Toppings)"
15623,"Regular (3 Supplements, 1 Protein & 2 Toppings)"
15624,Coconut Water
15625,"Regular (3 Supplements, 1 Protein & 2 Toppings)"
15626,"Regular (3 Supplements, 1 Protein & 2 Toppings)"
15627,Bhindi Masala 
15628,Bhindi Masala 
15629,Tandoori Roti 
15630,Steamed Prawn & Pork Beancurd Skin Roll In Oyster Sauce 蚝皇鲜竹卷
15631,Scallion Oil Noodle 葱油捞面
15632,Garden Gangsta  (Vegan)
15633,D9. Stir-fried Pork Ribs with Bitter Gourd 苦瓜排骨
15634,G10. Fragrant White Rice 粒粒香白米饭
15635,Ginseng Chicken Soup
15636,Bibimbap Combo Set
15637,Signature Beef Kalbi Dosirak
15638,Mee Kuah
15639,Mutton Steak
15640,Pizzaboy Quesadillas
15641,Plain Prata Set
15642,Ghee Thosai
15643,Onion Rava Thosai
15644,Ghee Thosai
15645,Kopi Tarik
15646,Masala Thosai
15647,Kopi Tarik
15648,Plain Thosai
15649,Onion Thosai
15650,1/4 Chicken and 1 Regular Side
15651,1/4 Chicken and 2 Regular Sides
15652,1/4 Chicken and 1 Regular Side
15653,1/4 Chicken and 2 Regular Sides
15654,18. Basil Pork Rice with Egg
15655,14. Grilled Pork Neck
15656,34. Tom Yum Soup
15657,Regular
15658,云吞面（干）Wanton Noodle (Dry)
15659,云吞汤 Wanton Soup
15660,Buddy Meal A: 2 X Nasi Lemak + Bergedil + 2 Drinks (U.P 25)
15661,Crazy Chicken Crunchies (Original)
15662,Red Bull Mango Booster 元气满满
15663,Red Bull Mango Booster 元气满满
15664,"Regular (9"")"
15665,Cinnastix
15666,Coca-Cola (1.5L)
15667,Cinnastix
15668,"Regular (9"")"
15669,15A. Roasted Duck (Half)
15670,6. Sesame Chicken 砂锅麻油宫保鸡丁
15671,12. Liver & Kidney 砂锅姜葱宫保猪肝腰子
15672,Roasted Giant Leg Rice
15673,Fries with Mayo Cheese Sauce
15674,Hot Deal of the Day B 每日特价
15675,Bean Curd Skin 凉拌腐竹
15676,Cacao Barry Medium
15677,Cacao Barry Medium
15678,Crunchy Hazelnut
15679,07. Steamed Dumpling 蒸饺子
15680,18. Sliced Fish Porridge 鱼片粥
15681,Hokkaido Kaki Fry
15682,Curry Fish Head 咖喱鱼头
15683,Curry Fish Head 咖喱鱼头
15684,White Rice 白饭
15685,Mango Delight
15686,Love yu berry much!
15687,Chicken Rice Combo Box A 白切鸡套餐A
15688,"108. Porridge with Minced Meat,Century Egg,Salted Egg & Egg 干贝三色蛋肉碎粥"
15689,Teh O Halia (Ginger)
15690,Apple & Snow Pear Soup With Pork Rib清甜苹果雪梨汤
15691,Nasi Lemak with Curry Chicken + 1 Selected Drink
15692,Combo Beef and Salmon
15693,Plain Rice 白饭
15694,Braised Pig's Intestine 卤粉肠
15695,Premium Short Ribs Soup 小排骨
15696,Founder Bak Kut Teh  發起人肉骨茶
15697,Vermicelli Noodle Soup 面线汤
15698,Plain Rice 白饭
15699,Premium Americano
15700,Hot Sandwich Potato Salad
15701,Thick Cut Salmon Sashimi Slice
15702,2x Value Meal - McMuffin S EVM + Big BF EVM
15703,McGriddles Stack Upsized Meal
15704,Seafood Set
15705,Abalone Noodle 鲍鱼面
15706,Jellyfish Head With Vinaigrette & Chilli Oil 东北海蜇花
15707,Double-Boiled Sea Treasure Soup
15708,Soya Bean Drink with Pearl
15709,Soya Bean Drink
15710,Golden Squid
15711,Chuka Idako
15712,Sushi and Maki Mini Platter
15713,Gyu Don
15714,Japanese Ebikko Mini Cali Roll
15715,Lobster Salad
15716,Unagi Bento
15717,Lor Mee
15718,Soft Boiled Egg (2pcs)
15719,Double Fish Soup 双鱼汤
15720,Seafood Soup 海鲜汤
15721,Teochew Shark Meat with Salted Vegetables 潮州鲨鱼炒咸菜
15722,1 Person Set Meal 单人套餐任选四类
15723,15.Salmon Fish Set Meal 三文鱼套餐 
15724,34.Kimchi Soup Set 泡菜汤套餐 
15725,31.Pork Bibimbap 猪肉拌饭 
15726,32.Yakitori Ochazuke 日式串烧饭 
15727,35.Hotplate Saba Fish Set Meal 铁板沙巴鱼套餐 
15728,Banarsi Samosa Chat
15729,Vada Pao Sliders
15730,Vegetable Cutlet 
15731,South Indian Thali
15732,Vegetable Cutlet 
15733,Desi Ghee Jalebi  200g
15734,Samosa Chaat
15735,Green Peas Pulao
15736,Butter Roti
15737,Dal Makhni ?
15738,Herb
15739,Mango Ring Slice
15740,Vegetable Puff
15741,Chocolate Rice Slice
15742,731. Spaghetti Seafood Olio
15743,Thai Style Tom Yum Soup 泰式冬炎汤
15744,Coconut Ice Blended
15745,Avocado Milk Shake
15746,Curry Zazzle
15747,Mild Spicy 小辣
15748,23. Basil Minced Pork Kra Pow 九层塔叶炒猪肉碎
15749,21. Sweet & Sour Chicken Prewwan 酸甜炒鸡丁
15750,42. Pad Thai 泰式虾肉炒粿條
15751,52. Steamed White Jasmine Rice 茉莉花白米饭
15752,1. Spring Rolls 炸春卷
15753,Salmon 3 Flavors
15754,Maguro Sushi
15755,Gyoza
15756,Salmon 3 Flavors
15757,Gyoza
15758,Salmon 3 Flavors
15759,Gyoza
15760,Salmon 3 Flavors
15761,Salmon 3 Flavors
15762,Cheese Tobikko Ebi Roll
15763,Gyoza
15764,Salmon 3 Flavors
15765,Gyoza
15766,Salmon 3 Flavors
15767,Maguro Sushi
15768,Gyoza
15769,Maguro Sushi
15770,Salmon 3 Flavors
15771,Gyoza
15772,Milk Tea
15773,Chicken Curry Puff
15774,2 Classic Pans
15775,Ayam Merah Set
15776,Cheng Tng
15777,Kacang
15778,Cendol
15779,Nasi Lemak Royale + 1 Selected Drink
15780,Hershey's Sundae Pie
15781,Double BBQ Turkey Bacon Meal
15782,Prawn Noodle 虾面
15783,Minced Meat Noodle 肉脞面
15784,Minced Meat Noodle 肉脞面
15785,Crispy Golden Udang 3 Pcs
15786,Yam Paste with Pumpkin & Gingko Nuts 金瓜白果芋泥
15787,5 pcs Chicken Buddy Meal
15788,Plain Rice 白饭
15789,Pigs Kidney with Liver Soup 腰子猪肝汤
15790,Pigs Organ Soup 猪什汤
15791,Braised Pigs Trotter 卤猪脚
15792,Teochew Chendol
15793,Rice
15794,Long Chicken Meal
15795,Ala Carte
15796,Prosperity Chicken Special
15797,3pc Chix Combo
15798,Fried Chicken Wing 炸鸡翅旁
15799,Seaweed Chicken (3pc) 紫菜鸡
15800,Egg 鸡蛋
15801,Luncheon Meat 午餐肉
15802,Fried Chicken Katsudon 炸鸡扒
15803,Set 4 Meal 套餐四
15804,Taiwan Sausage 台湾香肠
15805,Luncheon Meat 午餐肉
15806,Set 4 Meal 套餐四
15807,Seaweed Chicken (3pc) 紫菜鸡
15808,Hotdog 热狗
15809,Fried Chicken Katsudon 炸鸡扒
15810,Fried Chicken Wing 炸鸡翅旁
15811,Otak Otak 乌打
15812,Seaweed Chicken (3pc) 紫菜鸡
15813,Taiwan Sausage 台湾香肠
15814,Set 8 Meal 套餐八
15815,Black Pepper Chicken
15816,Black Pepper Chicken
15817,Set A Pork Noodle Set 猪⾁系列
15818,Set A Pork Noodle Set 猪⾁系列
15819,Spicy Sesame Oil Noodle 香辣麻油面
15820,Butterfly Prawns (5pcs)
15821,FS10. DSP Egg Tarts
15822,DS08. Molten Salted Egg Custard Bun
15823,Shanghai Fried Rice With Grilled Chicken
15824,(U.P. 21.20) Mega Combo A (Sushi)
15825,Butter Chicken
15826,Chapati
15827,Masala Dosa
15828,Chicken Sambal
15829,Cheese Naan
15830,Egg Prata
15831,Cheese Prata
15832,Masala Ghee Thosai
15833,Masala Cheese Thosai
15834,Mutton Keema Curry
15835,Sambal Chicken
15836,"Trio Combo of Salmon,Prawn & Chicken Set Meal for 1"
15837,Low Fat & Hi Calcium Oolong Fresh Milk Tea
15838,Quarter
15839,The Original White Beehoon(M)
15840,Baby Kailan(S)
15841,Sliced Fish Soup (Jejarum)
15842,WHOPPER® Meal
15843,Value Set Lunch - Grilled Fillet of Fish with Thai Mango Salsa
15844,1. Hot Plate Saba Fish Set
15845,29. Kimchi Pancake
15846,Minced Meat Noodle 肉脞面
15847,Handmade Ngoh Hiang 手工五香 (2pcs)
15848,All-Rise Hot Sandwich Set
15849,Ha! Chicken Drumlets (2pc)
15850,Fish Curry
15851,Mutton Briyani
15852,Chicken Rice
15853,Shanghai Fried Rice With Grilled Chicken
15854,CHICK’N CRISP CROISSAN'WICH® Meal
15855,Chicken Bolognese
15856,Crispy Drumettes
15857,Buffalo Drumettes
15858,N16. Fried Beef Hor Fun
15859,M5. Chicken Chop
15860,S4. Chicken Cutlet Spaghetti
15861,P01. Sliced Beef Noodle Soup
15862,E01. Beef Lemongrass Stick
15863,P01. Sliced Beef Noodle Soup
15864,S03. Mrs Pho Cockles
15865,Caramel Macchiato
15866,Turkey Bacon & Cheese
15867,Garlic Bread Sticks
15868,Smoked Chicken
15869,Max's Fried Chicken
15870,Bangsilog
15871,Combo D Assorted Grill
15872,Seaweed Chicken
15873,Nasi Lemak Set 1
15874,Coconut Rice
15875,Chicken Wing
15876,Chicken Luncheon Meat
15877,Hot Dogs
15878,Nasi Lemak Set 1
15879,Chicken Luncheon Meat
15880,Chicken Wing
15881,Seaweed Chicken
15882,Chicken Luncheon Meat
15883,Hot Dogs
15884,Coconut Rice
15885,Chicken Wing
15886,Nasi Lemak Set 1
15887,Hershey's Sundae Pie
15888,Lai Yuan Laksa 加沙
15889,Large Spicy 大辣
15890,Steamed Rice白米饭
15891,Chicken Pot 鸡公煲
15892,Prosperity Bundle
15893,8 Cups Bundle
15894,02. Char Siew Pau 叉烧包
15895,28. Chee Cheong Fun Prawn 猪肠粉-虾
15896,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
15897,31. Steamed Pork Ribs 排骨
15898,32. Century Egg Pork Porridge 皮蛋瘦肉粥
15899,10. Prawn Dumpling 虾饺
15900,16. Chicken Glutinous Rice 糯米鸡
15901,12. Xiang Xi Dumpling 香茜饺
15902,09. Siew Mai 烧卖
15903,30. Chicken Claw 凤爪
15904,W71. Nuggets
15905,W43. Fried Rice with Hot Dog and Egg
15906,W3. Black Pepper Grllied Chicken
15907,W74. Chicken Wing
15908,Spicy Chicken McNuggets® (9pc) Special
15909,Ebi Fry & Calamari Don
15910,Shiitake & Button Mushroom Don
15911,Chicken Katsu & Crispy Fish Katsu Curry Don Combo
15912,Plaster Cheese Prata
15913,Mutton Briyani
15914,Sour Cream Party
15915,3pc Chix Combo
15916,(Sliced) Earl Grey Loaf Cake
15917,Strawberry Lemonade
15918,Tropical Lychee Tea (Iced)
15919,Nutella Marble Loaf (Sliced)
15920,Lemon Drizzle Loaf Cake (Sliced)
15921,Teatime Box (4-6pax)
15922,Cheese Croissant
15923,Really Spicy Tuna Puff
15924,Lemon Meringue Cheesecake
15925,Salted Caramel Chocolate Frappuccino Blended Cream
15926,Cheese Croissant
15927,Rambutan Ice Blended
15928,Penang Side Dish Platter
15929,Ice Kacang
15930,Ampla Ice Blended
15931,Soursop Ice Blended
15932,Nutmeg Ice Blended
15933,Twisty Bread
15934,Non Spicy Otah
15935,Coffee Eclair
15936,Chocolate Eclair
15937,Mini Fruit Tartlets
15938,Assorted Mini Tart Canapes
15939,Chicken Ham And Cheese Croissant
15940,2 Pcs Chocolate Croissant
15941,Scrambled Egg Croissant
15942,4 Pcs French Butter Croissant
15943,Mega Hearty Platter
15944,Nasi Lemak with Chicken Otah Meatloaf
15945,Small 小
15946,Dried Beancurd 凉拌素鸡
15947,Handmade Shrimp Dumplings 纯虾仁 (5pcs)
15948,Ikan Bakar - A La Carte
15949,Iced Pink Lychee
15950,Gado-Gado
15951,Ikan Joget - A La Carte
15952,Fried Catfish - With Steamed White Rice
15953,Fried Tofu and Beancake
15954,Sayur Asam
15955,Extra Egg
15956,Tahu Goreng
15957,Seafood Kimchi Soup 海鲜泡菜汤
15958,BBQ Chicken Set 铁板鸡肉套餐
15959,BBQ Chicken Set 铁板鸡肉套餐
15960,Bibimbab 拌饭
15961,Ginseng Chicken Soup 人参鸡汤
15962,Seafood Kimchi Soup 海鲜泡菜汤
15963,Steam Dumplings  蒸饺子
15964,Seafood Kimchi Soup 海鲜泡菜汤
15965,Saba Fish Set 鲭鱼套餐
15966,Seafood Kimchi Soup 海鲜泡菜汤
15967,Fried Dumplings 锅贴
15968,BBQ Beef Set 铁板牛肉套餐
15969,Fried Dumplings 锅贴
15970,Seafood Kimchi Soup 海鲜泡菜汤
15971,Regular
15972,Chestnut with Chicken Floss 栗子肉丝
15973,White Rice 白饭
15974,The Ordinary™ Classic Beef Burger Meal
15975,Homemade Nasi Lemak
15976,Pork Meatball Noodle Soup
15977,Mee Siam
15978,JINJJA Wings
15979,Chicken Ban Mian 鸡肉板面
15980,Chicken Ban Mian 鸡肉板面
15981,Chicken Ban Mian 鸡肉板面
15982,Chicken Ban Mian 鸡肉板面
15983,Chicken Ban Mian 鸡肉板面
15984,Double Fudge Brownie Ice Blended
15985,2pc Chix Combo
15986,3. Black Pepper Fish On Rice 黑椒鱼片饭
15987,3. Black Pepper Fish On Rice 黑椒鱼片饭
15988,Milo Toast
15989,Oreo Choco Bomb Bingsu
15990,Spicy Thai Fried Chicken Bento
15991,Funny Twister
15992,N1. Signature Beef Boat Noodle
15993,Chicken Ham & Cheese Muffin
15994,Chicken Ham & Cheese Toast
15995,R6. Green Curry Chicken with Rice
15996,Fried Pork Belly 爆炒三层肉
15997,Teochew Fish Cake 潮州鱼饼
15998,Porridge 粥
15999,Sesame Oil Chicken 麻油鸡
16000,Fried Chilli Long Beans 长豆炒辣椒
16001,Chicken Rice Combo Box A 白切鸡套餐A
16002,Chicken Rice Combo Box A 白切鸡套餐A
16003,Teriyaki Salmon & Karaage
16004,Beef Bowl
16005,Jasmine Green Tea
16006,1pc Nasi Lemak Chickenjoy Ala Carte
16007,Pork Gyoza - 10 Pcs
16008,Chicken Teriyaki Bento 照烧鸡便當
16009,Signature Yakitori Bento Set 招牌烤串便當
16010,Salmon Teriyaki Bento 照烧三文鱼便當
16011,Fluffy Brown Butter Pancake (Sweet)
16012,Kouign Amann 
16013,Teriyaki Chicken Rice with Egg
16014,D5. Japanese Chicken Curry Rice
16015,Teriyaki Chicken Rice with Egg
16016,Teriyaki Chicken Rice with Egg
16017,Free Heineken 0.0
16018,"M3. Grilled Pork Chop Rice, Egg & Pork Cake"
16019,"M3. Grilled Pork Chop Rice, Egg & Pork Cake"
16020,E1. Mrs Pho Fried Spring Rolls
16021,Pearly Beancurd
16022,Cheese Pancake
16023,Crunchy Peanut Butter Pancake
16024,Egg Fried Rice With Braised Beef
16025,Egg Fried Rice With Braised Beef
16026,Fresh Ramen With Grilled Chicken
16027,Egg Fried Rice With Braised Beef
16028,Egg Fried Rice With Grilled Chicken
16029,Fresh Udon HE With Seasoned Prawns
16030,God Ramen
16031,Triple God Ramen
16032,Braised Egg 卤蛋
16033,Roasted Duck 烧鸭
16034,Roasted Char Siew Roasted Pork 叉烧烧肉
16035,Roasted Char Siew Roasted Pork Set Meal 叉烧烧肉套餐
16036,Regular Satay (10 Sticks)
16037,Egg Toast 鸡蛋吐司
16038,Chocolate Bun 黑眼豆豆
16039,Classic Sponge Cake (Cheese)
16040,Pizza Onion Toast  披萨洋葱吐司
16041,Chocolate Bun 黑眼豆豆
16042,Bear Paw
16043,Chocolate Bun 黑眼豆豆
16044,Turkey Bacon Carbonara
16045,10 Pcs Big Set (Plastic Container)
16046,Black Pepper Chicken Chop
16047,Fresh Shitake Mushroom Soup
16048,Seafood Aglio Olio
16049,Black Pepper Chicken Chop
16050,Pandan Gula Melaka Cake
16051,2. Koo Kee Special Noodle (高记招牌面)
16052,Hotplate Saba Fish Set Meal 铁板沙巴鱼套餐
16053,Ebi Fried & Teriyaki Chicken Bento 炸虾照烧鸡扒饭盒
16054,Beef Don 牛肉井
16055,Ebi Curry Rice 炸虾咖喱饭
16056,Sesame Oil Chicken 
16057,Rice
16058,Gong Bao Chicken
16059,Claypot Chilli Chap Chye
16060,C1. Roasted Chicken Rice
16061,C2. Steamed Chicken Rice
16062,Yellow Fragrant Rice
16063,Ayam Penyet - With Yellow Fragrant Rice
16064,Soto Ayam
16065,Ala Carte
16066,Ala Carte
16067,Ala Carte
16068,Kaya Toast with Butter
16069,Set F. Butter Sugar Toast Set
16070,Kaya Butter Crackers
16071,Mulberry Ice Tea
16072,Kaya Toast with Butter
16073,Smoked Cheese French Toast with Kaya
16074,Kaya Toast with Butter
16075,Steamed Bread
16076,Kaya Butter Crackers
16077,Steamed Bread
16078,Kaya Butter Crackers
16079,Kaya Toast with Butter
16080,Kaya Toast with Butter
16081,Smoked Cheese French Toast with Kaya
16082,Steamed Bread
16083,Kaya Butter Crackers
16084,Kaya Toast with Butter
16085,Kaya Toast with Butter
16086,French Toast with Kaya
16087,Iced Horlicks
16088,Banana Walnut Muffin
16089,Kaya Toast with Butter
16090,Pancakes Platter 
16091,CHICK’N CRISP CROISSAN'WICH® Meal
16092,Double BBQ Turkey Bacon Meal
16093,Build Your Own Pasta
16094,Winter Melon Shake Milk Tea
16095,Taro Milk Tea
16096,Hot U.S. Fries and Dips
16097,Crayfish Pasta
16098,Honey Lemon
16099,Fish Cake
16100,Party B
16101,Hot U.S. Fries and Dips
16102,Pillow Raisin
16103,Wholemeal Toast (8 Pcs)
16104,Deer Meat Dry Bee Hoon 鹿肉干米粉
16105,咸鱼白米粉 Salted Fish Fried White Bee Hoon
16106,Beef Bee Hoon 牛肉米粉
16107,虾酱鸡 Prawn Paste Chicken (8pcs)
16108,McMuffin Stack Upsized Meal
16109,Ika Surume	
16110,Wagyu & Unagi Combo Jyu
16111,Chicken Karaage
16112,Wagyu Stamina Don
16113,Pork Gyoza
16114,Wagyu Karubi Don
16115,208. Almond with Egg White
16116,209. Glutinous Rice Ball
16117,201. Mango with Pomelo Sago
16118,2 pcs Chicken Meal
16119,Fried 3 Joint Wing
16120,Non Spicy Otah
16121,Crispy Chicken
16122,Fried Bee Hoon With Chicken Wing
16123,Fried Mee Goreng With Chicken Wing
16124,Traditional Kaya Toast
16125,Happy Pinwheel - 6 inch
16126,Hershey's Sundae Pie
16127,Grilled Chicken Meal
16128,Triple Kaya Dip
16129,Waffle & Chicken Platter Meal
16130,Mango Four Seasons Tea Large
16131,Ovaltine Large
16132,Honey Lemon Lime Juice Large
16133,Peach Four Seasons Tea Large
16134,Prosperity Beef Meal
16135,2x Value Meal: Breakfast Deluxe + SME EVM
16136,Fragrant Rice
16137,Fragrant Rice
16138,Small
16139,Medium
16140,C210. Red Tom Yum Seafood Soup
16141,C701. Pineapple Fried Rice
16142,C601. Stir-fried Kang Kong with Shrimp Paste
16143,C712. Pad Thai Noodle
16144,C406. Prawn Omelette
16145,Signature Roasted Chicken for 1 Pax
16146,Teriyaki Chicken with Pineapple Sandwich
16147,Salted Egg Chicken
16148,Chicken Gravy
16149,Whole Spring Plate
16150,Onion Rings
16151,C202 Papaya Salad
16152,C712 Pad Thai Noodle with Prawn
16153,C102 Thai Crispy Spring Roll (4pcs) 春卷 (四条)
16154,C603 Stir-fried Kai Lan with Mushroom 香菇炒芥兰
16155,C301 Green Curry Chicken
16156,C104 Basil Chicken Wing (3pcs) 九层塔鸡翅膀 (三只)
16157,NE101. Cheesy Beef Neta
16158,GK106. Kani Salad Gunkan
16159,INR101. Tobimayo Inari
16160,SU112. Unagi Sushi
16161,SO103. Hei Chawanmushi
16162,Bawal Penyet 腌制炸鲳鱼
16163,Ayam Cabe Hijau 印尼青辣椒酱炸鸡
16164,Roast Chix Rice
16165,Steam Chix Thigh Porridge
16166,Seafood Tofu Rice
16167,Ginger Onion Fish Rice
16168,Large
16169,Ala Carte
16170,Ala Carte
16171,D7. Peach Mango Fruit Tea
16172,K9. Honey Roselle Passion Fruit
16173,D3. Strawberry Mango Fruit Tea
16174,B4. Earl Grey Milk Tea
16175,B8. Totaro Milk Tea
16176,7. Jellicious Cup 蜂蜜寒天三合一
16177,11. Tropical Cup 芒果荔枝双Q冻
16178,4. Fruity Ai-Yu Jelly 水果晶球爱玉冻
16179,DangGui Duck Drumstick Rice
16180,Signature Dang Gui Roasted Duck Rice
16181,Peach Pie
16182,Fish Head Curry 咖喱魚頭
16183,Popcorn Shrimp
16184,Red Bull Passion Cooler 福气满满
16185,Red Bull Passion Cooler 福气满满
16186,Big Breakfast Special
16187,Roasted Duck Roasted Meat Rice 燒鸭燒肉飯
